2019-02-12 22:32:27,762 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 22:32:39,913 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 22:32:39,913 [D] |:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 22:32:39,913 [D] └:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:32:39,913 [D]  : : :pass:mbe.c:18	(at logger.py:129) 
2019-02-12 22:32:39,928 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 22:32:39,943 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 22:32:39,943 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 22:32:39,957 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 22:32:39,957 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:32:39,958 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:32:39,973 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 22:32:39,989 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 22:32:39,989 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 22:32:40,008 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:32:40,008 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:32:40,008 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:32:40,023 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 22:32:40,038 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 22:32:40,038 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 22:32:40,051 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:32:40,051 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:32:40,052 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:32:40,066 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 22:32:40,079 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 22:32:40,079 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 22:32:40,079 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:32:40,079 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:32:40,079 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 22:32:40,079 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 22:32:40,079 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 22:32:40,079 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 22:32:40,079 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 22:32:40,080 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 22:32:40,080 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 22:32:40,080 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 22:32:40,080 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 22:32:40,092 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 22:32:40,092 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 22:32:40,093 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:32:40,093 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 22:32:40,093 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 22:32:40,093 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 22:32:40,093 [D] comp_cached_cnt:5	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] compile_cnt:149	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] execute_cnt:25	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] fail_del_cnt:27	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] iter_idx:2	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] reuse_cnt:4	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] succ_del_cnt:2	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] time:12.346573114395142	(at logger.py:134) 
2019-02-12 22:32:40,093 [D] deletion:29	(at logger.py:136) 
