2019-03-02 02:05:33,256 [I] 	(at main.py:29) 
2019-03-02 02:05:35,727 [D] └:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:35,745 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,745 [D] -:F:n:WD_1:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:35,764 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,764 [D] ┌:F:n:WD_2:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:35,764 [D] └:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:35,803 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,803 [D] ┌:F:n:WD_3:mug.c:31	(at logger.py:129) 
2019-03-02 02:05:35,803 [D] |:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:35,803 [D] └:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:35,818 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,818 [D] -:F:n:WD_1:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:35,833 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,834 [D] ┌:F:n:WD_2:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:35,834 [D] └:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:35,849 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,850 [D] ┌:F:n:WD_3:mug.c:30	(at logger.py:129) 
2019-03-02 02:05:35,850 [D] |:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:35,850 [D] └:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:35,864 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,864 [D] -:F:n:WD_1:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:35,884 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,885 [D] ┌:F:n:WD_2:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:35,885 [D] └:F:n:WD_2:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:35,901 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,901 [D] ┌:F:n:WD_3:mug.c:29	(at logger.py:129) 
2019-03-02 02:05:35,901 [D] |:F:n:WD_3:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:35,901 [D] └:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:35,949 [D] -:P:n:WD_1:mug.c:28	(at logger.py:129) 
2019-03-02 02:05:35,965 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,965 [D] -:F:n:WD_1:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:35,982 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,982 [D] ┌:F:n:WD_2:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:35,982 [D] └:F:n:WD_2:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:35,998 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:35,998 [D] ┌:F:n:WD_3:mug.c:27	(at logger.py:129) 
2019-03-02 02:05:35,998 [D] |:F:n:WD_3:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:35,998 [D] └:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:36,036 [D] -:P:c:WD_1:mug.c:26	(at logger.py:129) 
2019-03-02 02:05:36,085 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,086 [D] -:C:n:WD_1:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:36,330 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b'execute.sh: line 9: 29790 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 -4 0 > ./outputs/output0\nexecute.sh: line 15: 29792 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 4 0 > ./outputs/output1\n'	(at ex_script.py:45) 
2019-03-02 02:05:36,330 [D] ┌:C:n:WD_2:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:36,330 [D] └:C:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:36,345 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,345 [D] ┌:F:n:WD_3:mug.c:25	(at logger.py:129) 
2019-03-02 02:05:36,345 [D] |:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:36,345 [D] └:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:36,592 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b'execute.sh: line 9: 29810 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 -4 0 > ./outputs/output0\nexecute.sh: line 15: 29812 Killed                  timeout --signal=KILL 0.1 ./mug.exe 4 4 0 > ./outputs/output1\n'	(at ex_script.py:45) 
2019-03-02 02:05:36,592 [D] -:C:n:WD_1:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:36,638 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,638 [D] ┌:F:n:WD_2:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:36,638 [D] └:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:36,653 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,653 [D] ┌:F:n:WD_3:mug.c:24	(at logger.py:129) 
2019-03-02 02:05:36,653 [D] |:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:36,653 [D] └:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:36,667 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,668 [D] -:F:n:WD_1:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:36,685 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,686 [D] ┌:F:n:WD_2:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:36,686 [D] └:F:n:WD_2:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:36,700 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,700 [D] ┌:F:n:WD_3:mug.c:23	(at logger.py:129) 
2019-03-02 02:05:36,701 [D] |:F:n:WD_3:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:36,701 [D] └:F:n:WD_3:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:36,750 [D] -:P:n:WD_1:mug.c:22	(at logger.py:129) 
2019-03-02 02:05:36,795 [D] -:P:n:WD_1:mug.c:21	(at logger.py:129) 
2019-03-02 02:05:36,810 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,811 [D] -:F:n:WD_1:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:36,828 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,828 [D] ┌:F:n:WD_2:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:36,828 [D] └:F:n:WD_2:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:36,846 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,846 [D] ┌:F:n:WD_3:mug.c:20	(at logger.py:129) 
2019-03-02 02:05:36,847 [D] |:F:n:WD_3:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:36,847 [D] └:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:36,892 [D] -:P:n:WD_1:mug.c:19	(at logger.py:129) 
2019-03-02 02:05:36,907 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,907 [D] -:F:n:WD_1:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:36,921 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,921 [D] ┌:F:n:WD_2:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:36,921 [D] └:F:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:36,938 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:36,938 [D] ┌:F:n:WD_3:mug.c:18	(at logger.py:129) 
2019-03-02 02:05:36,938 [D] |:F:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:36,938 [D] └:F:n:WD_3:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:36,983 [D] -:C:n:WD_1:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:37,028 [D] ┌:C:n:WD_2:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:37,028 [D] └:C:n:WD_2:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:37,076 [D] ┌:C:n:WD_3:mug.c:17	(at logger.py:129) 
2019-03-02 02:05:37,076 [D] |:C:n:WD_3:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:37,076 [D] └:C:n:WD_3:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:37,125 [D] -:P:n:WD_1:mug.c:16	(at logger.py:129) 
2019-03-02 02:05:37,169 [D] -:P:n:WD_1:mug.c:15	(at logger.py:129) 
2019-03-02 02:05:37,211 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,212 [D] -:C:n:WD_1:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:37,248 [D] ┌:C:c:WD_2:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:37,248 [D] └:C:c:WD_2:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:37,290 [D] ┌:C:c:WD_3:mug.c:14	(at logger.py:129) 
2019-03-02 02:05:37,290 [D] |:C:c:WD_3:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:37,290 [D] └:C:c:WD_3:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:37,326 [D] -:P:c:WD_1:mug.c:13	(at logger.py:129) 
2019-03-02 02:05:37,364 [D] -:P:c:WD_1:mug.c:12	(at logger.py:129) 
2019-03-02 02:05:37,379 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,380 [D] -:F:n:WD_1:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:37,398 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,398 [D] ┌:F:n:WD_2:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:37,398 [D] └:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:37,415 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,415 [D] ┌:F:n:WD_3:mug.c:11	(at logger.py:129) 
2019-03-02 02:05:37,415 [D] |:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:37,415 [D] └:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:37,432 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,432 [D] -:F:n:WD_1:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:37,468 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,469 [D] ┌:F:n:WD_2:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:37,469 [D] └:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:37,518 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,518 [D] ┌:F:n:WD_3:mug.c:10	(at logger.py:129) 
2019-03-02 02:05:37,518 [D] |:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:37,519 [D] └:F:n:WD_3:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:37,538 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,538 [D] -:F:n:WD_1:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:37,554 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,554 [D] ┌:F:n:WD_2:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:37,554 [D] └:F:n:WD_2:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:37,569 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,569 [D] ┌:F:n:WD_3:mug.c:9	(at logger.py:129) 
2019-03-02 02:05:37,569 [D] |:F:n:WD_3:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:37,569 [D] └:F:n:WD_3:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:37,604 [D] -:P:c:WD_1:mug.c:8	(at logger.py:129) 
2019-03-02 02:05:37,665 [D] -:P:c:WD_1:mug.c:7	(at logger.py:129) 
2019-03-02 02:05:37,728 [D] -:P:n:WD_1:mug.c:6	(at logger.py:129) 
2019-03-02 02:05:37,768 [D] -:P:c:WD_1:mug.c:5	(at logger.py:129) 
2019-03-02 02:05:37,829 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,829 [D] -:F:n:WD_1:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:37,872 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,872 [D] ┌:F:n:WD_2:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:37,872 [D] └:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:37,888 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,888 [D] ┌:F:n:WD_3:mug.c:4	(at logger.py:129) 
2019-03-02 02:05:37,888 [D] |:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:37,888 [D] └:F:n:WD_3:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:37,904 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,905 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:37,918 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,919 [D] ┌:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:37,919 [D] └:F:n:WD_2:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:37,928 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:37,928 [D] ┌:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:37,928 [D] |:F:n:WD_3:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:37,928 [D] └:F:n:WD_3:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:37,974 [D] -:P:n:WD_1:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:38,007 [D] -:P:c:WD_1:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:38,007 [D] comp_cached_cnt:0	(at logger.py:134) 
2019-03-02 02:05:38,007 [D] compile_cnt:141	(at logger.py:134) 
2019-03-02 02:05:38,007 [D] execute_cnt:24	(at logger.py:134) 
2019-03-02 02:05:38,007 [D] fail_del_cnt:15	(at logger.py:134) 
2019-03-02 02:05:38,007 [D] iter_idx:1	(at logger.py:134) 
2019-03-02 02:05:38,008 [D] reuse_cnt:13	(at logger.py:134) 
2019-03-02 02:05:38,008 [D] succ_del_cnt:22	(at logger.py:134) 
2019-03-02 02:05:38,008 [D] time:4.6085755825042725	(at logger.py:134) 
2019-03-02 02:05:38,008 [D] deletion:24	(at logger.py:136) 
2019-03-02 02:05:38,008 [I] Iteration 1 finished	(at orbs.py:87) 
2019-03-02 02:05:38,020 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,020 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:38,030 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,030 [D] ┌:F:n:WD_2:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:38,031 [D] └:F:n:WD_2:mug.c:61	(at logger.py:129) 
2019-03-02 02:05:38,075 [D] ┌:P:n:WD_3:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:38,075 [D] |:P:n:WD_3:mug.c:61	(at logger.py:129) 
2019-03-02 02:05:38,075 [D] └:P:n:WD_3:mug.c:60	(at logger.py:129) 
2019-03-02 02:05:38,075 [D]  : : :pass:mug.c:62	(at logger.py:129) 
2019-03-02 02:05:38,075 [D]  : : :pass:mug.c:61	(at logger.py:129) 
2019-03-02 02:05:38,075 [D]  : : :pass:mug.c:60	(at logger.py:129) 
2019-03-02 02:05:38,087 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,087 [D] -:F:n:WD_1:mug.c:59	(at logger.py:129) 
2019-03-02 02:05:38,097 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,098 [D] ┌:F:n:WD_2:mug.c:59	(at logger.py:129) 
2019-03-02 02:05:38,098 [D] └:F:n:WD_2:mug.c:57	(at logger.py:129) 
2019-03-02 02:05:38,142 [D] ┌:P:n:WD_3:mug.c:59	(at logger.py:129) 
2019-03-02 02:05:38,143 [D] |:P:n:WD_3:mug.c:57	(at logger.py:129) 
2019-03-02 02:05:38,143 [D] └:P:n:WD_3:mug.c:56	(at logger.py:129) 
2019-03-02 02:05:38,143 [D]  : : :pass:mug.c:58	(at logger.py:129) 
2019-03-02 02:05:38,143 [D]  : : :pass:mug.c:57	(at logger.py:129) 
2019-03-02 02:05:38,143 [D]  : : :pass:mug.c:56	(at logger.py:129) 
2019-03-02 02:05:38,155 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,155 [D] -:F:n:WD_1:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:38,166 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,167 [D] ┌:F:n:WD_2:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:38,167 [D] └:F:n:WD_2:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:38,177 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,178 [D] ┌:F:n:WD_3:mug.c:55	(at logger.py:129) 
2019-03-02 02:05:38,178 [D] |:F:n:WD_3:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:38,178 [D] └:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:38,224 [D] -:C:n:WD_1:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:38,236 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,236 [D] ┌:F:n:WD_2:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:38,236 [D] └:F:n:WD_2:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:38,247 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,247 [D] ┌:F:n:WD_3:mug.c:54	(at logger.py:129) 
2019-03-02 02:05:38,247 [D] |:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:38,247 [D] └:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:38,259 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,259 [D] -:F:n:WD_1:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:38,270 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,271 [D] ┌:F:n:WD_2:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:38,271 [D] └:F:n:WD_2:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:38,302 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,302 [D] ┌:F:n:WD_3:mug.c:53	(at logger.py:129) 
2019-03-02 02:05:38,302 [D] |:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:38,302 [D] └:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:38,311 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,312 [D] -:F:n:WD_1:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:38,325 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,326 [D] ┌:F:n:WD_2:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:38,326 [D] └:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:38,338 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,338 [D] ┌:F:n:WD_3:mug.c:52	(at logger.py:129) 
2019-03-02 02:05:38,338 [D] |:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:38,338 [D] └:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:38,349 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,349 [D] -:F:n:WD_1:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:38,361 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,361 [D] ┌:F:n:WD_2:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:38,361 [D] └:F:n:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:38,374 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,374 [D] ┌:F:n:WD_3:mug.c:51	(at logger.py:129) 
2019-03-02 02:05:38,374 [D] |:F:n:WD_3:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:38,374 [D] └:F:n:WD_3:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:38,386 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,386 [D] -:F:n:WD_1:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:38,420 [D] ┌:P:c:WD_2:mug.c:50	(at logger.py:129) 
2019-03-02 02:05:38,420 [D] └:P:c:WD_2:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:38,420 [D]  : : :pass:mug.c:49	(at logger.py:129) 
2019-03-02 02:05:38,420 [D]  : : :pass:mug.c:48	(at logger.py:129) 
2019-03-02 02:05:38,420 [D]  : : :pass:mug.c:47	(at logger.py:129) 
2019-03-02 02:05:38,420 [D]  : : :pass:mug.c:46	(at logger.py:129) 
2019-03-02 02:05:38,420 [D]  : : :pass:mug.c:45	(at logger.py:129) 
2019-03-02 02:05:38,420 [D]  : : :pass:mug.c:44	(at logger.py:129) 
2019-03-02 02:05:38,420 [D]  : : :pass:mug.c:43	(at logger.py:129) 
2019-03-02 02:05:38,430 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mug/9/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:05:38,431 [D] -:F:n:WD_1:mug.c:42	(at logger.py:129) 
