2019-02-12 22:37:12,573 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 22:37:21,506 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 22:37:21,525 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 22:37:21,525 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 22:37:21,539 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 22:37:21,539 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:37:21,539 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:37:21,553 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 22:37:21,567 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 22:37:21,567 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 22:37:21,579 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 22:37:21,579 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:37:21,579 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:37:21,595 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 22:37:21,607 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 22:37:21,607 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 22:37:21,607 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 22:37:21,607 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:37:21,607 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 22:37:21,608 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 22:37:21,620 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 22:37:21,620 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 22:37:21,620 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 22:37:21,620 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 22:37:21,620 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 22:37:21,620 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 22:37:21,621 [D] comp_cached_cnt:3	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] compile_cnt:145	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] execute_cnt:24	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] fail_del_cnt:21	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] iter_idx:2	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] reuse_cnt:0	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] succ_del_cnt:3	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] time:9.063697814941406	(at logger.py:134) 
2019-02-12 22:37:21,621 [D] deletion:32	(at logger.py:136) 
