2019-02-12 21:27:36,558 [I] 	(at main.py:29) 
2019-02-12 21:27:44,592 [D] └:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:44,608 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:44,609 [D] ┌:F:n:WD_3:mbe.c:48	(at logger.py:129) 
2019-02-12 21:27:44,609 [D] |:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:44,609 [D] └:F:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:45,668 [D] -:C:n:WD_1:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:45,692 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:45,692 [D] ┌:F:n:WD_2:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:45,692 [D] └:F:n:WD_2:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:45,711 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:45,711 [D] ┌:F:n:WD_3:mbe.c:47	(at logger.py:129) 
2019-02-12 21:27:45,711 [D] |:F:n:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:45,711 [D] └:F:n:WD_3:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:45,730 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:45,730 [D] -:F:n:WD_1:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:45,750 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:45,751 [D] ┌:F:n:WD_2:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:45,751 [D] └:F:n:WD_2:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:45,799 [D] ┌:C:c:WD_3:mbe.c:46	(at logger.py:129) 
2019-02-12 21:27:45,799 [D] |:C:c:WD_3:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:45,799 [D] └:C:c:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:45,842 [D] -:P:c:WD_1:mbe.c:45	(at logger.py:129) 
2019-02-12 21:27:45,861 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:45,861 [D] -:F:n:WD_1:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:45,884 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:45,884 [D] ┌:F:n:WD_2:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:45,885 [D] └:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:45,947 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:45,948 [D] ┌:C:n:WD_3:mbe.c:44	(at logger.py:129) 
2019-02-12 21:27:45,948 [D] |:C:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:45,948 [D] └:C:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:46,003 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:46,004 [D] -:C:n:WD_1:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:46,026 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:46,026 [D] ┌:F:n:WD_2:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:46,026 [D] └:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:46,045 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:46,046 [D] ┌:F:n:WD_3:mbe.c:43	(at logger.py:129) 
2019-02-12 21:27:46,046 [D] |:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:46,046 [D] └:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:46,064 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:46,064 [D] -:F:n:WD_1:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:46,082 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:46,082 [D] ┌:F:n:WD_2:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:46,082 [D] └:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:46,099 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:46,099 [D] ┌:F:n:WD_3:mbe.c:42	(at logger.py:129) 
2019-02-12 21:27:46,100 [D] |:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:46,100 [D] └:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:47,146 [D] -:C:n:WD_1:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:47,163 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,163 [D] ┌:F:n:WD_2:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:47,164 [D] └:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:47,182 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,182 [D] ┌:F:n:WD_3:mbe.c:41	(at logger.py:129) 
2019-02-12 21:27:47,182 [D] |:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:47,182 [D] └:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:47,200 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,200 [D] -:F:n:WD_1:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:47,219 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,219 [D] ┌:F:n:WD_2:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:47,219 [D] └:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:47,240 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,241 [D] ┌:F:n:WD_3:mbe.c:40	(at logger.py:129) 
2019-02-12 21:27:47,241 [D] |:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:47,241 [D] └:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 21:27:47,259 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,259 [D] -:F:n:WD_1:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:47,280 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,281 [D] ┌:F:n:WD_2:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:47,281 [D] └:F:n:WD_2:mbe.c:38	(at logger.py:129) 
2019-02-12 21:27:47,313 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,313 [D] ┌:F:n:WD_3:mbe.c:39	(at logger.py:129) 
2019-02-12 21:27:47,314 [D] |:F:n:WD_3:mbe.c:38	(at logger.py:129) 
2019-02-12 21:27:47,314 [D] └:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:47,366 [D] -:P:c:WD_1:mbe.c:38	(at logger.py:129) 
2019-02-12 21:27:47,384 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,385 [D] -:F:n:WD_1:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:47,405 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,405 [D] ┌:F:n:WD_2:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:47,405 [D] └:F:n:WD_2:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:47,424 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,424 [D] ┌:F:n:WD_3:mbe.c:37	(at logger.py:129) 
2019-02-12 21:27:47,424 [D] |:F:n:WD_3:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:47,424 [D] └:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:47,493 [D] -:P:n:WD_1:mbe.c:36	(at logger.py:129) 
2019-02-12 21:27:47,513 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,514 [D] -:F:n:WD_1:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:47,536 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,537 [D] ┌:F:n:WD_2:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:47,537 [D] └:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:47,555 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,555 [D] ┌:F:n:WD_3:mbe.c:35	(at logger.py:129) 
2019-02-12 21:27:47,555 [D] |:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:47,555 [D] └:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:47,572 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,573 [D] -:F:n:WD_1:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:47,592 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,592 [D] ┌:F:n:WD_2:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:47,592 [D] └:F:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:47,611 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:47,611 [D] ┌:F:n:WD_3:mbe.c:34	(at logger.py:129) 
2019-02-12 21:27:47,611 [D] |:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:47,612 [D] └:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:48,658 [D] -:C:n:WD_1:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:49,718 [D] ┌:C:n:WD_2:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:49,719 [D] └:C:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:49,735 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:49,736 [D] ┌:F:n:WD_3:mbe.c:33	(at logger.py:129) 
2019-02-12 21:27:49,736 [D] |:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:49,736 [D] └:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:49,795 [D] -:C:n:WD_1:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:49,816 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:49,817 [D] ┌:F:n:WD_2:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:49,817 [D] └:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:49,835 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:49,835 [D] ┌:F:n:WD_3:mbe.c:32	(at logger.py:129) 
2019-02-12 21:27:49,835 [D] |:F:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:49,835 [D] └:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:49,853 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:49,853 [D] -:F:n:WD_1:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:49,870 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:49,870 [D] ┌:F:n:WD_2:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:49,870 [D] └:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:50,912 [D] ┌:C:n:WD_3:mbe.c:31	(at logger.py:129) 
2019-02-12 21:27:50,912 [D] |:C:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:50,912 [D] └:C:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:50,964 [D] -:C:n:WD_1:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:50,984 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:50,984 [D] ┌:F:n:WD_2:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:50,984 [D] └:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:51,008 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:51,008 [D] ┌:F:n:WD_3:mbe.c:30	(at logger.py:129) 
2019-02-12 21:27:51,008 [D] |:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:51,008 [D] └:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:51,038 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:51,038 [D] -:F:n:WD_1:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:51,055 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:51,055 [D] ┌:F:n:WD_2:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:51,055 [D] └:F:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:51,076 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:51,076 [D] ┌:F:n:WD_3:mbe.c:29	(at logger.py:129) 
2019-02-12 21:27:51,076 [D] |:F:n:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:51,076 [D] └:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:52,125 [D] -:C:n:WD_1:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:53,186 [D] ┌:C:n:WD_2:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:53,186 [D] └:C:n:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:53,222 [D] ┌:C:c:WD_3:mbe.c:28	(at logger.py:129) 
2019-02-12 21:27:53,222 [D] |:C:c:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:53,222 [D] └:C:c:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:53,282 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,283 [D] -:C:n:WD_1:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:53,346 [D] ┌:C:c:WD_2:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:53,346 [D] └:C:c:WD_2:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:53,364 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,364 [D] ┌:F:n:WD_3:mbe.c:27	(at logger.py:129) 
2019-02-12 21:27:53,364 [D] |:F:n:WD_3:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:53,364 [D] └:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:53,404 [D] -:P:c:WD_1:mbe.c:26	(at logger.py:129) 
2019-02-12 21:27:53,422 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,422 [D] -:F:n:WD_1:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:53,444 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,444 [D] ┌:F:n:WD_2:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:53,444 [D] └:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:53,462 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,462 [D] ┌:F:n:WD_3:mbe.c:25	(at logger.py:129) 
2019-02-12 21:27:53,463 [D] |:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:53,463 [D] └:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:53,484 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,484 [D] -:F:n:WD_1:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:53,504 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,504 [D] ┌:F:n:WD_2:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:53,505 [D] └:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:53,524 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,524 [D] ┌:F:n:WD_3:mbe.c:24	(at logger.py:129) 
2019-02-12 21:27:53,524 [D] |:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:53,524 [D] └:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:53,545 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,545 [D] -:F:n:WD_1:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:53,563 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,564 [D] ┌:F:n:WD_2:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:53,564 [D] └:F:n:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:53,582 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,582 [D] ┌:F:n:WD_3:mbe.c:23	(at logger.py:129) 
2019-02-12 21:27:53,582 [D] |:F:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:53,582 [D] └:F:n:WD_3:mbe.c:21	(at logger.py:129) 
2019-02-12 21:27:53,635 [D] -:C:n:WD_1:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:53,673 [D] ┌:C:c:WD_2:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:53,673 [D] └:C:c:WD_2:mbe.c:21	(at logger.py:129) 
2019-02-12 21:27:53,724 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,724 [D] ┌:C:n:WD_3:mbe.c:22	(at logger.py:129) 
2019-02-12 21:27:53,724 [D] |:C:n:WD_3:mbe.c:21	(at logger.py:129) 
2019-02-12 21:27:53,724 [D] └:C:n:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:53,767 [D] -:P:c:WD_1:mbe.c:21	(at logger.py:129) 
2019-02-12 21:27:53,826 [D] -:C:n:WD_1:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:53,935 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:53,936 [D] ┌:C:n:WD_2:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:53,936 [D] └:C:n:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:54,021 [D] ┌:C:c:WD_3:mbe.c:20	(at logger.py:129) 
2019-02-12 21:27:54,022 [D] |:C:c:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:54,022 [D] └:C:c:WD_3:mbe.c:18	(at logger.py:129) 
2019-02-12 21:27:54,072 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,072 [D] -:C:n:WD_1:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:54,118 [D] ┌:C:c:WD_2:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:54,118 [D] └:C:c:WD_2:mbe.c:18	(at logger.py:129) 
2019-02-12 21:27:54,138 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,138 [D] ┌:F:n:WD_3:mbe.c:19	(at logger.py:129) 
2019-02-12 21:27:54,138 [D] |:F:n:WD_3:mbe.c:18	(at logger.py:129) 
2019-02-12 21:27:54,138 [D] └:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:54,179 [D] -:P:c:WD_1:mbe.c:18	(at logger.py:129) 
2019-02-12 21:27:54,202 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,202 [D] -:F:n:WD_1:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:54,222 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,222 [D] ┌:F:n:WD_2:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:54,223 [D] └:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:54,242 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,242 [D] ┌:F:n:WD_3:mbe.c:17	(at logger.py:129) 
2019-02-12 21:27:54,242 [D] |:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:54,242 [D] └:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:54,261 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,261 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:54,288 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,288 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:54,288 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:54,309 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,309 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:54,309 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:54,309 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:54,333 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,333 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:54,350 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,350 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:54,350 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:54,367 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,367 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:54,367 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:54,367 [D] └:F:n:WD_3:mbe.c:13	(at logger.py:129) 
2019-02-12 21:27:54,384 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/mbe/3/work'], stdout: b''	(at ex_script.py:45) 
2019-02-12 21:27:54,384 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
