2019-02-12 21:27:04,106 [D]  : : :pass:mbe.c:81	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:06,501 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:27:06,502 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:06,502 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:06,502 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:06,502 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:06,502 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:06,502 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:27:06,502 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:06,502 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:27:06,502 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:27:06,502 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:27:06,502 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:27:06,502 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:27:06,502 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:27:06,502 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:27:06,503 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:27:06,503 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:27:06,503 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:06,503 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:06,503 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:27:06,503 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:27:06,503 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:27:06,503 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:27:06,503 [D] comp_cached_cnt:84	(at logger.py:134) 
2019-02-12 21:27:06,503 [D] compile_cnt:60	(at logger.py:134) 
2019-02-12 21:27:06,503 [D] execute_cnt:5	(at logger.py:134) 
2019-02-12 21:27:06,503 [D] fail_del_cnt:23	(at logger.py:134) 
2019-02-12 21:27:06,503 [D] iter_idx:3	(at logger.py:134) 
2019-02-12 21:27:06,503 [D] reuse_cnt:18	(at logger.py:134) 
2019-02-12 21:27:06,504 [D] succ_del_cnt:0	(at logger.py:134) 
2019-02-12 21:27:06,504 [D] time:2.3971354961395264	(at logger.py:134) 
2019-02-12 21:27:06,504 [D] deletion:33	(at logger.py:136) 
