2019-02-12 21:27:55,021 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:28:05,184 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:05,200 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:05,200 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:05,215 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:05,215 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:05,215 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:05,231 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:05,246 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:05,246 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:05,263 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:05,263 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:05,263 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:05,282 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:05,296 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:05,296 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:05,296 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:05,296 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:28:05,297 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:28:05,311 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:05,311 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:05,311 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:05,311 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:28:05,312 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:28:05,312 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:28:05,312 [D] comp_cached_cnt:3	(at logger.py:134) 
2019-02-12 21:28:05,312 [D] compile_cnt:145	(at logger.py:134) 
2019-02-12 21:28:05,312 [D] execute_cnt:24	(at logger.py:134) 
2019-02-12 21:28:05,312 [D] fail_del_cnt:21	(at logger.py:134) 
2019-02-12 21:28:05,312 [D] iter_idx:2	(at logger.py:134) 
2019-02-12 21:28:05,312 [D] reuse_cnt:0	(at logger.py:134) 
2019-02-12 21:28:05,312 [D] succ_del_cnt:3	(at logger.py:134) 
2019-02-12 21:28:05,312 [D] time:10.308830499649048	(at logger.py:134) 
2019-02-12 21:28:05,313 [D] deletion:32	(at logger.py:136) 
