2019-02-12 21:29:29,352 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:29:39,738 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:39,753 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:39,753 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:39,769 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:29:39,769 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:39,769 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:39,791 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:39,807 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:39,808 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:39,825 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:29:39,825 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:39,825 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:29:39,843 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:39,855 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:39,855 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:29:39,856 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:29:39,856 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:29:39,856 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:29:39,870 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:29:39,870 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:29:39,870 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:29:39,870 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:29:39,870 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:29:39,870 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:29:39,870 [D] comp_cached_cnt:3	(at logger.py:134) 
2019-02-12 21:29:39,870 [D] compile_cnt:145	(at logger.py:134) 
2019-02-12 21:29:39,870 [D] execute_cnt:25	(at logger.py:134) 
2019-02-12 21:29:39,870 [D] fail_del_cnt:22	(at logger.py:134) 
2019-02-12 21:29:39,871 [D] iter_idx:2	(at logger.py:134) 
2019-02-12 21:29:39,871 [D] reuse_cnt:0	(at logger.py:134) 
2019-02-12 21:29:39,871 [D] succ_del_cnt:3	(at logger.py:134) 
2019-02-12 21:29:39,871 [D] time:10.533425092697144	(at logger.py:134) 
2019-02-12 21:29:39,871 [D] deletion:32	(at logger.py:136) 
