2019-02-12 21:28:27,892 [D] -:F:n:WD_1:mbe.c:79	(at logger.py:129) 
2019-02-12 21:28:39,449 [D] -:F:n:WD_1:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:39,466 [D] ┌:F:n:WD_2:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:39,466 [D] └:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:39,486 [D] ┌:F:n:WD_3:mbe.c:16	(at logger.py:129) 
2019-02-12 21:28:39,486 [D] |:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:39,486 [D] └:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:39,505 [D] -:F:n:WD_1:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:39,529 [D] ┌:F:n:WD_2:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:39,529 [D] └:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:39,545 [D] ┌:F:n:WD_3:mbe.c:15	(at logger.py:129) 
2019-02-12 21:28:39,545 [D] |:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:39,545 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:39,560 [D] -:F:n:WD_1:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:39,573 [D] ┌:F:n:WD_2:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:39,574 [D] └:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:39,574 [D] ┌:F:n:WD_3:mbe.c:14	(at logger.py:129) 
2019-02-12 21:28:39,574 [D] └:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:13	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:12	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:11	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:10	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:9	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:8	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:7	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:6	(at logger.py:129) 
2019-02-12 21:28:39,574 [D]  : : :pass:mbe.c:5	(at logger.py:129) 
2019-02-12 21:28:39,589 [D] -:F:n:WD_1:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:39,589 [D] -:F:n:WD_2:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:39,590 [D] -:F:n:WD_3:mbe.c:4	(at logger.py:129) 
2019-02-12 21:28:39,590 [D]  : : :pass:mbe.c:3	(at logger.py:129) 
2019-02-12 21:28:39,590 [D]  : : :pass:mbe.c:2	(at logger.py:129) 
2019-02-12 21:28:39,590 [D]  : : :pass:mbe.c:1	(at logger.py:129) 
2019-02-12 21:28:39,590 [D] comp_cached_cnt:3	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] compile_cnt:145	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] execute_cnt:24	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] fail_del_cnt:21	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] iter_idx:2	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] reuse_cnt:0	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] succ_del_cnt:3	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] time:11.712888956069946	(at logger.py:134) 
2019-02-12 21:28:39,590 [D] deletion:32	(at logger.py:136) 
