2019-03-02 02:05:03,175 [D] -:F:n:WD_1:mug.c:63	(at logger.py:129) 
2019-03-02 02:05:06,615 [D] └:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:06,628 [D] -:F:n:WD_1:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:06,628 [D] -:F:n:WD_2:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:06,628 [D] -:F:n:WD_3:mug.c:3	(at logger.py:129) 
2019-03-02 02:05:06,629 [D]  : : :pass:mug.c:2	(at logger.py:129) 
2019-03-02 02:05:06,629 [D]  : : :pass:mug.c:1	(at logger.py:129) 
2019-03-02 02:05:06,629 [D] comp_cached_cnt:8	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] compile_cnt:136	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] execute_cnt:23	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] fail_del_cnt:30	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] iter_idx:2	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] reuse_cnt:8	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] succ_del_cnt:1	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] time:3.466031312942505	(at logger.py:134) 
2019-03-02 02:05:06,629 [D] deletion:16	(at logger.py:136) 
